t,y,split
146,10.07827188120523,train
147,9.865787932792216,train
148,11.23586626629062,train
149,10.95268612829972,train
150,10.43326647107935,train
151,10.38510650987903,train
152,12.120936837493073,train
153,13.35222083334342,train
154,11.900873220602922,train
155,10.824913433112869,train
156,11.193168853996465,train
157,9.848140239707606,train
158,10.148545800197763,train
159,9.920281065786892,train
160,10.398311614470716,train
161,9.34721726653897,train
162,8.004583686558654,train
163,6.723265426238505,train
164,7.161955577422926,train
165,8.248999216469514,train
166,9.096388008490756,train
167,11.62371362495846,train
168,12.180374591370379,train
169,10.282674254331607,train
170,10.102251793618171,train
171,9.512919500217762,train
172,9.575701755884998,train
173,9.892583875686228,train
174,10.645057355212593,train
175,10.087841881125836,train
176,11.046047777496566,train
177,9.394595148333007,train
178,9.640331586497135,train
179,12.258895696170471,train
180,11.783585697291455,train
181,12.346364470160088,train
182,11.018372804924494,train
183,11.065653554215574,train
184,10.319139116257148,train
185,9.96975563079912,train
186,9.10123809625825,train
187,9.91148964657304,train
188,9.172798907171138,train
189,10.283753330489235,train
190,11.229176989478237,train
191,11.217379180798805,train
192,10.25925621212042,train
193,10.392175761346449,train
194,9.877831671972098,train
195,10.886532965929911,train
196,8.637320274400043,train
197,8.846213118991823,train
198,7.258401758740277,train
199,7.209769762262803,train
200,9.869582133140387,train
201,11.26498407079187,train
202,10.226789424842394,train
203,8.334363898579737,train
204,5.918125018548373,train
205,7.227036152550106,train
206,11.204959056135328,train
207,11.7240846264323,train
208,10.42748278050292,train
209,10.259802119309706,train
210,8.550218086890894,train
211,8.905625688355789,train
212,9.452795949498825,train
213,9.884388823179103,train
214,10.768988972502173,train
215,10.793298703703787,train
216,11.112354990356653,train
217,9.816016896504856,train
218,10.68528984450449,train
219,11.961114508001094,train
220,10.276557271446146,train
221,9.01889571678179,train
222,10.512122086996074,train
223,10.343817918382712,train
224,11.689750300945592,train
225,10.342353927339232,train
226,11.610670566755369,train
227,10.871752449000223,train
228,10.773633986287178,train
229,11.759101060705158,train
230,10.654528982554579,train
231,9.31123102410951,train
232,8.878231391183418,train
233,9.900858797048638,train
234,8.571072035796863,train
235,9.833715644535756,train
236,9.373983502318776,train
237,11.015791140958255,train
238,8.132795896254343,train
239,8.121221840175618,train
240,7.123314292233255,train
241,7.925919910364335,train
242,9.24598777592034,train
243,9.721504075306425,train
244,9.713386226114816,train
245,9.635020599616203,train
246,10.031864047107502,train
247,9.06574144101484,train
248,10.16274448791917,train
249,10.784214942341983,train
250,10.994692412157107,train
251,10.986355996460569,train
252,10.745849447756248,train
253,12.379884136041643,train
254,11.222875210828729,train
255,10.251182269853237,train
256,9.036094237326123,train
257,8.423495815707364,train
258,7.91011233594501,train
259,8.054840813035085,train
260,9.022699694129054,train
261,10.025247705537197,train
262,10.230515021155169,train
263,9.3654384962509,train
264,10.456206015127783,train
265,11.049862827484011,train
266,10.554054665164541,train
267,9.473118672572364,train
268,10.108783741804368,train
269,10.32115549658457,train
270,8.829185269325556,train
271,9.119535464612397,train
272,9.786809480659223,train
273,9.237132623961553,train
274,9.728637264567105,train
275,8.38917511449835,train
276,10.52024562670873,train
277,11.613214899489398,train
278,10.897108486736345,train
279,10.586328932775123,train
280,7.73239543661268,train
281,7.506735461606464,train
282,8.289435893948708,train
283,8.404695328402262,train
284,9.982982993728905,train
285,12.104294513898331,train
286,10.236082143808693,train
287,9.055756723481624,train
288,9.379985910030022,train
289,11.501146148260021,train
290,9.814929887052848,train
291,9.998946379332887,train
292,11.604008230435303,train
293,9.51573099900068,train
294,8.27426495949054,train
295,8.312224124977883,train
296,8.840926861214339,train
297,10.373166258102145,train
298,10.5730439686164,train
299,8.613814158576469,train
300,9.522931083061785,train
301,9.199218736492197,train
302,11.08254700539809,train
303,9.963819127521129,train
304,9.369166360117983,train
305,9.970886180012114,train
306,10.896620863888984,train
307,11.068194736579724,train
308,8.812140245677995,train
309,9.661105858678228,train
310,8.782833417067108,train
311,9.7761016125621,train
312,8.407138816051578,train
313,9.662664319780108,train
314,9.034074053598747,train
315,8.367302651417972,train
316,9.702259675033874,train
317,10.285146208488035,train
318,9.745155952557871,train
319,11.15528612468835,train
320,10.245861847425028,train
321,10.203069875735407,train
322,10.15598232559024,train
323,9.551314436669827,train
324,10.180010767226342,train
325,9.56332964863665,train
326,9.409631157504935,train
327,10.955623942324198,train
328,9.653508034704709,train
329,7.371660829504053,train
330,9.851092980700471,train
331,12.792056050335294,train
332,11.607608604618438,train
333,8.584798785892318,train
334,8.405832419797147,train
335,8.946435252255709,train
336,9.54519719621456,train
337,8.686790768512596,train
338,9.85455116501669,train
339,10.538227648195418,train
340,8.994167148095288,train
341,9.95990557238913,train
342,12.02388133501703,train
343,11.61333034111306,train
344,10.381656531977498,train
345,9.707189788082493,train
346,10.428857289703497,train
347,8.595881490351662,train
348,9.310564769763541,train
349,9.188968990671405,train
350,11.662863854171551,train
351,10.817383089129827,train
352,12.117731474723358,train
353,9.844740048748218,train
354,10.425381031469444,train
355,10.340633554538302,train
356,9.498770660450791,train
357,9.75178784505544,train
358,11.058242331254329,train
359,10.456938432203442,train
360,8.477517979307757,train
361,8.870122072734715,train
362,8.579450414570092,train
363,9.110936356517376,train
364,9.442280738678797,train
365,8.142692840574245,train
366,7.336474000164475,train
367,9.000976167128464,train
368,9.281823903349432,train
369,7.266244491135281,train
370,9.08918182266489,train
371,9.973852874692948,train
372,9.685000240110499,train
373,8.336555821102138,train
374,9.831547322468447,train
375,10.455786297031558,train
376,12.842955025114632,train
377,11.95455515510351,train
378,11.3545969853022,train
379,10.191750534266125,train
380,10.832930051514255,train
381,11.065072342536059,train
382,11.871808889474325,train
383,10.417237646876279,train
384,9.627316278443224,train
385,9.103255469730456,train
386,10.372717576748613,train
387,11.829124521730531,train
388,10.677424687382436,train
389,9.749434308406348,train
390,9.921560839249153,train
391,9.81525271597105,train
392,10.89881992029309,train
393,8.245726451261017,train
394,8.107844674653645,train
395,8.046027450702702,train
396,6.962182673161919,train
397,7.4094230480110745,train
398,7.810554013816948,train
399,8.960710142662972,train
400,10.717756264195186,train
401,10.362387487449809,train
402,9.156039656512505,train
403,9.251039031266568,train
404,10.705756780631885,train
405,9.636458994385848,train
406,8.818601912842013,train
407,9.719416384086882,train
408,9.840420794657298,train
409,10.68212770905326,train
410,10.308383187911147,train
411,10.88772098022523,train
412,9.38182603727451,train
413,9.577367575214218,train
414,9.47153576095169,train
415,8.654069672041496,train
416,7.643780493359885,train
417,9.382894989322208,train
418,9.591453654586212,train
419,8.97287299960428,train
420,9.185167179422876,train
421,10.763627410701105,train
422,8.367219787960659,train
423,7.473324260078311,train
424,7.49490899055116,train
425,10.458455394612171,train
426,10.882428370382915,train
427,11.375223090228902,train
428,9.405005520026293,train
429,8.426562745392104,train
430,9.434043915822524,train
431,9.991101798387916,train
432,10.718047532442208,train
433,10.159054599670656,train
434,10.330162777556794,train
435,10.26870402349935,train
436,10.95608195796438,train
437,11.32110444086696,train
438,9.09766319150039,train
439,7.022910732607423,train
440,9.167422666129465,train
441,11.114591765250585,train
442,9.992535655739276,train
443,7.884108309724951,train
444,8.676946671225823,train
445,10.43230849699116,train
446,12.385807904546793,train
447,11.874105753467198,train
448,10.47734020340547,train
449,9.038728632094154,train
450,9.36405790974403,test
451,9.439666884641676,test
452,8.808808659441226,test
453,11.349935496260422,test
454,12.709901420871457,test
455,12.821776420057693,test
456,10.296329332945769,test
457,10.64332369067843,test
458,10.87638288473353,test
459,11.082827267191977,test
460,11.707080564415579,test
461,11.517933990348759,test
462,11.496136502134235,test
463,11.271526168013196,test
464,10.944939448916733,test
465,8.611935600098743,test
466,9.11569182198268,test
467,8.958897348682955,test
468,8.411530190273671,test
469,10.747054457062074,test
470,12.35413302517419,test
471,12.90116279061728,test
472,11.589444379298953,test
473,11.911519351154865,test
474,10.898992278230182,test
475,10.615216721544673,test
476,9.031822949857231,test
477,9.801747665290984,test
478,9.970539299985127,test
479,8.852676831569838,test
480,9.185327396610049,test
481,9.498756534002894,test
482,11.734364294785575,test
483,11.94883115934315,test
484,11.087241786192903,test
485,10.523918571809984,test
486,10.196918395712288,test
487,9.898249635007296,test
488,8.809088125165644,test
489,9.138617608521434,test
490,8.838542457566843,test
491,8.256709943803266,test
492,9.537203014197893,test
493,10.322903086984812,test
494,8.601417828956123,test
495,8.922670253663997,test
496,10.386078349992426,test
497,11.619839179187737,test
498,11.960081501993008,test
499,10.972182434301502,test
